date,location,temperature,rainfall,wind_speed
2023-08-23,Surat,31.3,26.8,13.1
2023-08-24,Mumbai,25.2,32.5,17.5
2023-08-24,Delhi,31.8,54.5,21.6
2023-08-24,Chennai,28.4,57.7,20.1
2023-08-24,Kolkata,31.9,88.4,14.7
2023-08-24,Bangalore,25.5,62.3,22.7
2023-08-24,Hyderabad,34.8,28.0,13.4
2023-08-24,Ahmedabad,29.9,41.5,20.8
2023-08-24,Pune,31.7,38.4,14.1
2023-08-24,Jaipur,31.7,46.3,16.1
2023-08-24,Surat,28.0,68.8,11.3
2023-08-25,Mumbai,27.3,52.2,18.5
2023-08-25,Delhi,27.6,52.6,10.7
2023-08-25,Chennai,31.2,36.2,18.1
2023-08-25,Kolkata,30.4,31.7,21.9
2023-08-25,Bangalore,31.2,77.7,24.4
2023-08-25,Hyderabad,31.5,64.1,23.6
2023-08-25,Ahmedabad,29.5,42.0,21.2
2023-08-25,Pune,27.5,25.3,18.7
2023-08-25,Jaipur,29.4,74.8,17.0
2023-08-25,Surat,25.7,65.2,20.6
2023-08-26,Mumbai,26.7,41.5,14.7
2023-08-26,Delhi,29.9,87.3,24.0
2023-08-26,Chennai,33.9,79.8,23.3
2023-08-26,Kolkata,31.8,94.4,12.8
2023-08-26,Bangalore,30.0,57.0,18.1
2023-08-26,Hyderabad,28.3,57.1,24.8
2023-08-26,Ahmedabad,29.6,49.3,14.1
2023-08-26,Pune,25.8,26.1,16.3
2023-08-26,Jaipur,33.0,54.3,10.4
2023-08-26,Surat,34.7,54.1,18.3
2023-08-27,Mumbai,26.8,83.6,16.1
2023-08-27,Delhi,29.6,52.6,14.7
2023-08-27,Chennai,33.4,29.5,10.6
2023-08-27,Kolkata,25.7,89.6,11.8
2023-08-27,Bangalore,30.6,93.0,16.8
2023-08-27,Hyderabad,30.7,52.9,10.0
2023-08-27,Ahmedabad,29.8,84.3,20.0
2023-08-27,Pune,34.6,61.7,18.3
2023-08-27,Jaipur,33.6,49.7,15.4
2023-08-27,Surat,26.2,65.8,17.1
2023-08-28,Mumbai,27.8,60.7,17.4
2023-08-28,Delhi,34.3,24.5,11.3
2023-08-28,Chennai,27.7,90.5,14.4
2023-08-28,Kolkata,31.7,50.0,14.8
2023-08-28,Bangalore,31.4,37.1,10.2
2023-08-28,Hyderabad,26.3,69.0,24.8
2023-08-28,Ahmedabad,25.3,75.5,23.8
2023-08-28,Pune,30.3,45.6,15.8
2023-08-28,Jaipur,28.3,79.8,11.7
2023-08-28,Surat,25.2,57.7,10.5
2023-08-29,Mumbai,25.7,57.0,14.9
2023-08-29,Delhi,32.2,22.6,24.7
2023-08-29,Chennai,29.9,68.7,11.2
2023-08-29,Kolkata,25.2,84.1,18.8
2023-08-29,Bangalore,32.4,68.6,22.4
2023-08-29,Hyderabad,35.0,93.3,17.6
2023-08-29,Ahmedabad,26.2,59.8,16.1
2023-08-29,Pune,30.2,48.0,21.5
2023-08-29,Jaipur,34.8,61.4,13.3
2023-08-29,Surat,28.6,22.5,13.6
2023-08-30,Mumbai,28.2,89.2,11.7
2023-08-30,Delhi,27.6,63.8,24.3
2023-08-30,Chennai,26.6,68.5,18.1
2023-08-30,Kolkata,34.2,42.2,12.8
2023-08-30,Bangalore,26.1,99.5,14.6
2023-08-30,Hyderabad,32.0,87.2,21.5
2023-08-30,Ahmedabad,33.6,34.3,17.3
2023-08-30,Pune,27.5,57.4,13.4
2023-08-30,Jaipur,25.1,88.2,10.3
2023-08-30,Surat,25.3,61.3,16.8
2023-08-31,Mumbai,33.8,56.0,13.6
2023-08-31,Delhi,31.7,23.6,10.8
2023-08-31,Chennai,28.4,83.0,16.2
2023-08-31,Kolkata,27.0,75.0,11.0
2023-08-31,Bangalore,32.7,44.7,19.3
2023-08-31,Hyderabad,31.4,74.4,20.0
2023-08-31,Ahmedabad,27.8,51.9,20.0
2023-08-31,Pune,28.4,90.3,20.4
2023-08-31,Jaipur,25.9,93.1,10.4
2023-08-31,Surat,33.6,34.0,17.8
2023-09-01,Mumbai,30.9,78.4,18.7
2023-09-01,Delhi,25.2,30.1,13.2
2023-09-01,Chennai,31.4,90.6,18.5
2023-09-01,Kolkata,25.8,54.8,13.5
2023-09-01,Bangalore,29.3,66.2,19.5
2023-09-01,Hyderabad,34.1,21.0,21.0
2023-09-01,Ahmedabad,32.6,78.5,13.8
2023-09-01,Pune,25.7,93.5,18.0
2023-09-01,Jaipur,33.0,33.4,11.5
2023-09-01,Surat,27.1,73.4,15.9
2023-09-02,Mumbai,33.1,21.0,18.8
2023-09-02,Delhi,25.4,20.5,22.7
2023-09-02,Chennai,34.5,31.8,15.2
2023-09-02,Kolkata,32.4,61.5,20.9
2023-09-02,Bangalore,33.4,24.4,20.6
2023-09-02,Hyderabad,31.9,32.2,20.0
2023-09-02,Ahmedabad,33.0,77.5,17.2
2023-09-02,Pune,34.1,40.1,14.1
2023-09-02,Jaipur,33.2,44.8,12.2
2023-09-02,Surat,26.3,70.8,18.0
2023-09-03,Mumbai,32.1,23.2,22.6
2023-09-03,Delhi,25.6,73.0,23.1
2023-09-03,Chennai,32.7,35.6,17.9
2023-09-03,Kolkata,33.1,22.7,14.1
2023-09-03,Bangalore,31.7,87.6,20.0
2023-09-03,Hyderabad,30.0,30.6,20.3
2023-09-03,Ahmedabad,25.8,55.3,24.9
2023-09-03,Pune,25.9,50.6,14.9
2023-09-03,Jaipur,31.9,68.7,19.2
2023-09-03,Surat,27.9,36.7,21.5
2023-09-04,Mumbai,34.0,98.1,20.8
2023-09-04,Delhi,26.2,79.2,17.0
2023-09-04,Chennai,25.4,60.8,10.4
2023-09-04,Kolkata,33.7,61.6,19.1
2023-09-04,Bangalore,31.8,66.5,22.5
2023-09-04,Hyderabad,29.5,26.4,14.7
2023-09-04,Ahmedabad,26.2,75.2,12.3
2023-09-04,Pune,27.0,63.3,12.5
2023-09-04,Jaipur,32.4,45.1,18.9
2023-09-04,Surat,27.9,33.2,19.6
2023-09-05,Mumbai,28.8,23.2,16.5
2023-09-05,Delhi,28.3,62.8,19.7
2023-09-05,Chennai,31.6,30.2,17.1
2023-09-05,Kolkata,27.5,88.7,24.6
2023-09-05,Bangalore,31.6,34.6,11.0
2023-09-05,Hyderabad,29.2,99.2,12.7
2023-09-05,Ahmedabad,25.6,67.6,21.7
2023-09-05,Pune,28.2,81.6,14.5
2023-09-05,Jaipur,31.1,92.5,20.0
2023-09-05,Surat,27.7,38.5,15.0
2023-09-06,Mumbai,27.2,30.8,16.2
2023-09-06,Delhi,29.1,89.9,12.8
2023-09-06,Chennai,30.9,71.4,10.9
2023-09-06,Kolkata,26.3,40.9,21.1
2023-09-06,Bangalore,33.4,34.1,11.3
2023-09-06,Hyderabad,32.6,56.2,10.1
2023-09-06,Ahmedabad,33.9,71.7,14.4
2023-09-06,Pune,28.5,35.6,13.9
2023-09-06,Jaipur,26.2,35.9,22.7
2023-09-06,Surat,34.1,67.8,21.6
2023-09-07,Mumbai,29.4,97.0,23.3
2023-09-07,Delhi,26.1,46.2,10.6
2023-09-07,Chennai,29.4,28.1,13.2
2023-09-07,Kolkata,29.2,61.5,17.7
2023-09-07,Bangalore,32.4,65.8,15.9
2023-09-07,Hyderabad,30.1,31.2,23.5
2023-09-07,Ahmedabad,27.3,29.3,22.3
2023-09-07,Pune,33.7,95.5,18.1
2023-09-07,Jaipur,33.6,52.8,15.0
2023-09-07,Surat,32.7,92.9,23.7
2023-09-08,Mumbai,30.8,63.1,12.1
2023-09-08,Delhi,27.7,75.0,23.4
2023-09-08,Chennai,33.7,45.2,17.9
2023-09-08,Kolkata,33.2,23.3,20.9
2023-09-08,Bangalore,25.1,60.3,12.9
2023-09-08,Hyderabad,31.1,70.8,17.8
2023-09-08,Ahmedabad,29.5,84.8,23.4
2023-09-08,Pune,34.3,98.5,11.5
2023-09-08,Jaipur,30.2,49.1,20.2
2023-09-08,Surat,34.9,88.2,24.9
2023-09-09,Mumbai,33.5,32.3,24.6
2023-09-09,Delhi,33.3,21.7,22.2
2023-09-09,Chennai,30.9,83.9,10.2
2023-09-09,Kolkata,31.1,71.3,11.1
2023-09-09,Bangalore,29.4,27.0,21.1
2023-09-09,Hyderabad,31.5,79.1,10.3
2023-09-09,Ahmedabad,30.7,50.1,22.1
2023-09-09,Pune,26.6,53.8,12.0
2023-09-09,Jaipur,30.0,88.6,16.9
2023-09-09,Surat,27.6,38.2,23.1
2023-09-10,Mumbai,28.2,20.6,24.6
2023-09-10,Delhi,31.3,44.3,24.0
2023-09-10,Chennai,29.2,35.7,13.0
2023-09-10,Kolkata,33.8,21.7,18.7
2023-09-10,Bangalore,33.6,98.7,19.1
2023-09-10,Hyderabad,34.9,73.8,23.6
2023-09-10,Ahmedabad,32.2,92.3,20.0
2023-09-10,Pune,33.2,90.8,18.9
2023-09-10,Jaipur,28.5,98.5,20.3
2023-09-10,Surat,28.4,37.3,13.6
2023-09-11,Mumbai,25.4,62.0,21.6
2023-09-11,Delhi,32.4,65.1,13.8
2023-09-11,Chennai,27.1,85.5,10.2
2023-09-11,Kolkata,33.7,82.4,23.4
2023-09-11,Bangalore,31.4,62.9,12.9
2023-09-11,Hyderabad,30.2,68.7,22.9
2023-09-11,Ahmedabad,28.5,85.6,16.4
2023-09-11,Pune,33.7,28.7,10.5
2023-09-11,Jaipur,33.2,74.1,21.0
2023-09-11,Surat,31.4,86.8,13.0
2023-09-12,Mumbai,33.4,42.6,21.2
2023-09-12,Delhi,30.7,25.0,16.8
2023-09-12,Chennai,27.0,81.0,21.3
2023-09-12,Kolkata,26.1,26.7,18.4
2023-09-12,Bangalore,30.1,46.6,14.7
2023-09-12,Hyderabad,34.5,30.6,15.5
2023-09-12,Ahmedabad,26.8,91.8,16.6
2023-09-12,Pune,34.2,63.9,11.9
2023-09-12,Jaipur,29.7,90.5,17.0
2023-09-12,Surat,29.0,36.2,12.9
2023-09-13,Mumbai,26.8,47.2,10.3
2023-09-13,Delhi,27.7,80.8,13.0
2023-09-13,Chennai,29.1,54.2,16.3
2023-09-13,Kolkata,34.7,98.0,20.9
2023-09-13,Bangalore,29.0,35.4,20.5
2023-09-13,Hyderabad,33.0,96.8,12.4
2023-09-13,Ahmedabad,28.5,68.0,17.9
2023-09-13,Pune,32.7,92.7,11.1
2023-09-13,Jaipur,34.3,38.7,22.3
2023-09-13,Surat,31.3,77.9,20.0
2023-09-14,Mumbai,29.1,85.9,12.9
2023-09-14,Delhi,31.5,41.8,18.8
2023-09-14,Chennai,29.6,37.0,17.8
2023-09-14,Kolkata,31.6,75.9,20.2
2023-09-14,Bangalore,25.5,54.3,11.9
2023-09-14,Hyderabad,26.7,63.7,14.2
2023-09-14,Ahmedabad,31.7,77.3,16.9
2023-09-14,Pune,27.6,88.9,20.5
2023-09-14,Jaipur,26.0,66.9,19.7
2023-09-14,Surat,28.9,67.3,20.2
2023-09-15,Mumbai,28.8,83.0,12.2
2023-09-15,Delhi,32.3,49.4,22.2
2023-09-15,Chennai,32.9,58.7,12.0
2023-09-15,Kolkata,34.6,84.8,22.5
2023-09-15,Bangalore,27.6,84.1,10.9
2023-09-15,Hyderabad,27.7,64.1,24.9
2023-09-15,Ahmedabad,27.5,20.4,21.9
2023-09-15,Pune,28.9,75.4,20.3
2023-09-15,Jaipur,34.9,81.5,14.5
2023-09-15,Surat,34.5,94.8,21.5
2023-09-16,Mumbai,32.4,27.4,23.5
2023-09-16,Delhi,26.3,28.0,15.3
2023-09-16,Chennai,33.2,66.4,19.1
2023-09-16,Kolkata,25.9,63.2,11.4
2023-09-16,Bangalore,29.1,81.7,19.4
2023-09-16,Hyderabad,32.4,52.0,22.9
2023-09-16,Ahmedabad,31.4,30.0,23.2
2023-09-16,Pune,33.0,58.5,23.1
2023-09-16,Jaipur,33.6,30.0,12.2
2023-09-16,Surat,34.2,59.2,22.1
2023-09-17,Mumbai,32.3,27.3,12.6
2023-09-17,Delhi,33.8,82.2,15.1
2023-09-17,Chennai,31.8,93.2,10.9
2023-09-17,Kolkata,31.7,21.8,12.0
2023-09-17,Bangalore,27.0,65.4,11.4
2023-09-17,Hyderabad,27.7,33.1,24.1
2023-09-17,Ahmedabad,32.7,63.6,15.4
2023-09-17,Pune,33.7,58.8,24.1
2023-09-17,Jaipur,26.6,61.6,19.5
2023-09-17,Surat,34.0,39.6,16.0
2023-09-18,Mumbai,29.2,30.6,19.4
2023-09-18,Delhi,30.4,97.2,13.0
2023-09-18,Chennai,32.5,84.0,14.9
2023-09-18,Kolkata,30.2,24.8,24.6
2023-09-18,Bangalore,25.8,87.9,14.1
2023-09-18,Hyderabad,32.7,43.0,10.2
2023-09-18,Ahmedabad,34.7,71.6,12.9
2023-09-18,Pune,34.3,90.0,18.4
2023-09-18,Jaipur,28.6,47.8,17.2
2023-09-18,Surat,28.8,91.6,22.0
2023-09-19,Mumbai,31.6,23.9,20.9
2023-09-19,Delhi,33.4,25.1,21.2
2023-09-19,Chennai,26.3,89.3,18.7
2023-09-19,Kolkata,32.5,34.4,24.7
2023-09-19,Bangalore,26.9,49.4,14.6
2023-09-19,Hyderabad,29.3,42.9,12.6
2023-09-19,Ahmedabad,32.0,21.5,17.5
2023-09-19,Pune,33.6,80.8,18.1
2023-09-19,Jaipur,30.2,40.4,13.6
2023-09-19,Surat,28.8,25.0,24.0
2023-09-20,Mumbai,28.3,70.3,19.8
2023-09-20,Delhi,32.5,85.0,13.4
2023-09-20,Chennai,34.8,26.7,14.3
2023-09-20,Kolkata,34.6,77.6,21.0
2023-09-20,Bangalore,30.9,27.3,14.8
2023-09-20,Hyderabad,25.9,91.5,12.4
2023-09-20,Ahmedabad,28.7,58.7,17.3
2023-09-20,Pune,32.6,94.5,16.1
2023-09-20,Jaipur,28.9,29.4,10.6
2023-09-20,Surat,34.5,65.7,11.0
2023-09-21,Mumbai,31.5,39.3,16.4
2023-09-21,Delhi,30.2,45.8,10.5
2023-09-21,Chennai,26.7,83.1,12.9
2023-09-21,Kolkata,30.5,44.0,13.7
2023-09-21,Bangalore,29.0,71.8,13.7
2023-09-21,Hyderabad,31.6,69.3,16.8
2023-09-21,Ahmedabad,30.4,75.4,22.9
2023-09-21,Pune,25.3,45.7,20.8
2023-09-21,Jaipur,30.5,32.9,24.1
2023-09-21,Surat,25.9,62.5,13.0
2023-09-22,Mumbai,27.0,26.5,22.9
2023-09-22,Delhi,29.3,26.2,17.6
2023-09-22,Chennai,27.1,48.1,12.3
2023-09-22,Kolkata,26.1,47.3,15.5
2023-09-22,Bangalore,26.3,81.7,16.8
2023-09-22,Hyderabad,32.3,32.5,24.0
2023-09-22,Ahmedabad,34.4,75.9,21.4
2023-09-22,Pune,30.6,63.2,14.2
2023-09-22,Jaipur,29.3,53.9,13.0
2023-09-22,Surat,35.0,59.8,10.2
2023-09-23,Mumbai,29.9,48.3,14.3
2023-09-23,Delhi,31.9,61.8,16.4
2023-09-23,Chennai,30.7,81.8,16.2
2023-09-23,Kolkata,29.8,94.2,14.8
2023-09-23,Bangalore,27.1,83.5,18.1
2023-09-23,Hyderabad,30.1,86.4,17.7
2023-09-23,Ahmedabad,31.8,85.2,20.1
2023-09-23,Pune,27.3,70.5,17.7
2023-09-23,Jaipur,33.8,91.1,22.4
2023-09-23,Surat,25.8,77.3,14.1
2023-09-24,Mumbai,27.5,96.7,10.1
2023-09-24,Delhi,32.6,68.7,22.5
2023-09-24,Chennai,30.7,75.7,24.8
2023-09-24,Kolkata,33.3,74.7,19.9
2023-09-24,Bangalore,28.1,86.3,24.6
2023-09-24,Hyderabad,32.5,84.4,19.4
2023-09-24,Ahmedabad,30.9,27.8,16.3
2023-09-24,Pune,32.5,98.9,24.6
2023-09-24,Jaipur,34.4,33.0,12.9
2023-09-24,Surat,31.0,24.1,20.0
2023-09-25,Mumbai,30.4,76.3,15.7
2023-09-25,Delhi,31.9,36.2,15.7
2023-09-25,Chennai,27.8,36.7,10.4
2023-09-25,Kolkata,26.5,25.0,10.4
2023-09-25,Bangalore,25.1,28.6,13.1
2023-09-25,Hyderabad,27.6,47.0,12.2
2023-09-25,Ahmedabad,25.9,25.1,21.4
2023-09-25,Pune,32.4,75.4,17.2
2023-09-25,Jaipur,27.9,47.9,13.7
2023-09-25,Surat,31.8,92.6,14.4
2023-09-26,Mumbai,26.1,46.6,18.6
2023-09-26,Delhi,25.3,58.6,11.0
2023-09-26,Chennai,31.1,97.9,20.5
2023-09-26,Kolkata,28.5,75.6,23.9
2023-09-26,Bangalore,30.7,22.7,24.0
2023-09-26,Hyderabad,32.3,62.8,21.0
2023-09-26,Ahmedabad,28.6,30.9,11.7
2023-09-26,Pune,34.2,49.3,17.7
2023-09-26,Jaipur,30.8,47.3,24.9
2023-09-26,Surat,29.4,73.7,11.3
2023-09-27,Mumbai,32.4,52.1,23.5
2023-09-27,Delhi,30.6,45.4,18.1
2023-09-27,Chennai,27.8,63.0,17.3
2023-09-27,Kolkata,28.1,88.6,22.9
2023-09-27,Bangalore,29.7,53.5,17.0
2023-09-27,Hyderabad,30.4,76.4,13.3
2023-09-27,Ahmedabad,29.6,68.8,10.6
2023-09-27,Pune,27.8,24.5,15.8
2023-09-27,Jaipur,32.8,24.0,16.1
2023-09-27,Surat,32.2,69.6,10.8
2023-09-28,Mumbai,33.1,30.9,11.1
2023-09-28,Delhi,34.7,80.4,16.0
2023-09-28,Chennai,25.1,91.2,23.7
2023-09-28,Kolkata,31.3,40.6,12.1
2023-09-28,Bangalore,25.4,27.0,23.7
2023-09-28,Hyderabad,29.9,58.6,20.0
2023-09-28,Ahmedabad,33.2,32.6,18.3
2023-09-28,Pune,28.9,59.8,23.6
2023-09-28,Jaipur,34.2,53.3,13.2
2023-09-28,Surat,26.7,81.5,17.8
2023-09-29,Mumbai,28.6,47.0,12.1
2023-09-29,Delhi,29.1,26.1,22.1
2023-09-29,Chennai,28.5,31.0,19.0
2023-09-29,Kolkata,33.1,25.2,11.5
2023-09-29,Bangalore,29.9,88.2,19.9
2023-09-29,Hyderabad,29.7,86.0,10.3
2023-09-29,Ahmedabad,25.8,26.9,14.7
2023-09-29,Pune,28.5,99.9,16.6
2023-09-29,Jaipur,31.8,80.1,10.3
2023-09-29,Surat,32.8,41.7,21.3
2023-09-30,Mumbai,26.1,39.6,17.8
2023-09-30,Delhi,32.7,86.3,18.0
2023-09-30,Chennai,33.4,52.0,19.7
2023-09-30,Kolkata,32.9,59.6,21.1
2023-09-30,Bangalore,30.0,63.7,24.9
2023-09-30,Hyderabad,27.6,42.4,16.3
2023-09-30,Ahmedabad,29.5,40.8,19.6
2023-09-30,Pune,31.3,64.3,10.6
2023-09-30,Jaipur,30.3,84.6,19.6
2023-09-30,Surat,31.0,60.5,24.4
2023-10-01,Mumbai,25.1,0.7,8.6
2023-10-01,Delhi,16.9,9.1,11.9
2023-10-01,Chennai,20.3,6.7,14.2
2023-10-01,Kolkata,24.3,4.1,13.2
2023-10-01,Bangalore,24.3,5.0,8.9
2023-10-01,Hyderabad,27.2,2.5,12.0
2023-10-01,Ahmedabad,25.8,1.5,6.6
2023-10-01,Pune,29.1,9.9,10.7
2023-10-01,Jaipur,20.5,6.5,11.8
2023-10-01,Surat,24.7,9.0,10.5
2023-10-02,Mumbai,25.2,9.5,10.2
2023-10-02,Delhi,24.3,9.4,9.3
2023-10-02,Chennai,26.7,9.5,14.9
2023-10-02,Kolkata,21.1,1.6,13.7
2023-10-02,Bangalore,26.1,2.3,6.3
2023-10-02,Hyderabad,17.8,2.9,11.2
2023-10-02,Ahmedabad,21.2,3.0,8.5
2023-10-02,Pune,21.4,5.9,9.7
2023-10-02,Jaipur,24.7,1.3,11.6
2023-10-02,Surat,18.4,7.2,6.5
2023-10-03,Mumbai,29.8,3.8,11.9
2023-10-03,Delhi,21.8,7.1,8.9
2023-10-03,Chennai,19.6,8.7,8.9
2023-10-03,Kolkata,19.5,3.1,6.6
2023-10-03,Bangalore,28.8,3.7,7.1
2023-10-03,Hyderabad,28.4,2.7,11.1
2023-10-03,Ahmedabad,29.8,4.6,6.0
2023-10-03,Pune,20.8,6.2,6.8
2023-10-03,Jaipur,21.9,7.8,7.1
2023-10-03,Surat,21.5,3.9,10.9
2023-10-04,Mumbai,19.9,6.4,5.2
2023-10-04,Delhi,16.1,8.3,14.5
2023-10-04,Chennai,19.6,5.9,5.8
2023-10-04,Kolkata,26.3,2.1,6.6
2023-10-04,Bangalore,20.0,5.7,12.9
2023-10-04,Hyderabad,24.0,8.0,10.2
2023-10-04,Ahmedabad,18.0,7.8,6.8
2023-10-04,Pune,23.1,4.5,11.7
2023-10-04,Jaipur,30.0,9.2,9.4
2023-10-04,Surat,23.3,2.5,10.5
2023-10-05,Mumbai,17.6,1.8,12.2
2023-10-05,Delhi,29.5,6.2,10.8
2023-10-05,Chennai,18.1,7.7,10.8
2023-10-05,Kolkata,25.4,4.4,13.2
2023-10-05,Bangalore,24.4,4.6,14.1
2023-10-05,Hyderabad,15.7,2.5,9.3
2023-10-05,Ahmedabad,26.0,5.2,7.3
2023-10-05,Pune,16.7,7.3,12.8
2023-10-05,Jaipur,20.1,7.6,8.3
2023-10-05,Surat,29.4,4.5,6.5
2023-10-06,Mumbai,20.5,0.2,11.0
2023-10-06,Delhi,21.0,7.6,13.8
2023-10-06,Chennai,24.2,5.9,8.9
2023-10-06,Kolkata,29.2,2.3,6.4
2023-10-06,Bangalore,21.0,8.8,6.7
2023-10-06,Hyderabad,26.2,4.1,12.6
2023-10-06,Ahmedabad,29.2,0.7,13.3
2023-10-06,Pune,24.6,4.9,8.0
2023-10-06,Jaipur,27.2,4.1,7.1
2023-10-06,Surat,20.8,3.4,8.9
2023-10-07,Mumbai,27.0,2.8,11.0
2023-10-07,Delhi,29.6,7.0,8.7
2023-10-07,Chennai,24.7,2.5,6.3
2023-10-07,Kolkata,18.3,7.1,5.4
2023-10-07,Bangalore,18.7,4.5,12.0
2023-10-07,Hyderabad,21.0,3.7,6.4
2023-10-07,Ahmedabad,16.0,0.4,6.2
2023-10-07,Pune,17.1,8.3,11.0
2023-10-07,Jaipur,22.8,2.4,12.3
2023-10-07,Surat,29.2,5.7,9.9
2023-10-08,Mumbai,24.0,8.8,12.7
2023-10-08,Delhi,16.5,2.3,7.5
2023-10-08,Chennai,22.5,5.7,14.2
2023-10-08,Kolkata,17.8,3.4,12.2
2023-10-08,Bangalore,29.3,4.8,14.6
2023-10-08,Hyderabad,28.9,8.6,8.1
2023-10-08,Ahmedabad,22.0,7.4,8.7
2023-10-08,Pune,23.3,9.5,6.0
2023-10-08,Jaipur,28.1,0.2,7.3
2023-10-08,Surat,24.5,9.9,5.8
2023-10-09,Mumbai,28.7,0.2,9.5
2023-10-09,Delhi,15.3,6.2,12.0
2023-10-09,Chennai,24.3,3.2,15.0
2023-10-09,Kolkata,22.6,9.0,14.7
2023-10-09,Bangalore,28.7,7.1,7.8
2023-10-09,Hyderabad,26.2,8.8,8.1
2023-10-09,Ahmedabad,21.4,7.4,8.9
2023-10-09,Pune,22.7,2.0,6.8
2023-10-09,Jaipur,25.4,6.6,11.4
2023-10-09,Surat,21.5,5.7,15.0
2023-10-10,Mumbai,27.8,8.4,12.1
2023-10-10,Delhi,24.9,6.6,10.5
2023-10-10,Chennai,15.3,2.0,12.0
2023-10-10,Kolkata,27.1,0.7,14.9
2023-10-10,Bangalore,16.6,3.1,8.9
2023-10-10,Hyderabad,22.5,2.2,15.0
2023-10-10,Ahmedabad,18.4,3.4,8.9
2023-10-10,Pune,17.0,8.5,6.7
2023-10-10,Jaipur,29.4,8.6,7.6
2023-10-10,Surat,25.0,2.6,10.0
2023-10-11,Mumbai,16.5,10.0,13.0
2023-10-11,Delhi,26.8,4.1,5.3
2023-10-11,Chennai,27.3,2.6,7.6
2023-10-11,Kolkata,18.4,2.4,8.0
2023-10-11,Bangalore,26.5,0.7,10.5
2023-10-11,Hyderabad,21.7,8.1,10.8
2023-10-11,Ahmedabad,24.5,8.4,6.2
2023-10-11,Pune,24.8,8.0,14.1
2023-10-11,Jaipur,15.8,7.2,14.3
2023-10-11,Surat,16.2,4.1,12.9
2023-10-12,Mumbai,17.7,1.5,6.7
2023-10-12,Delhi,16.1,7.7,12.4
2023-10-12,Chennai,17.7,3.2,7.9
2023-10-12,Kolkata,27.8,6.2,5.7
2023-10-12,Bangalore,17.8,0.8,9.9
2023-10-12,Hyderabad,15.9,8.1,5.8
2023-10-12,Ahmedabad,23.7,1.8,7.3
2023-10-12,Pune,16.6,9.3,10.6
2023-10-12,Jaipur,25.8,6.8,11.4
2023-10-12,Surat,17.3,1.4,12.2
2023-10-13,Mumbai,26.6,6.1,5.2
2023-10-13,Delhi,22.3,4.0,6.4
2023-10-13,Chennai,15.2,3.1,10.3
2023-10-13,Kolkata,25.1,1.2,9.8
2023-10-13,Bangalore,22.2,5.1,6.5
2023-10-13,Hyderabad,24.4,0.1,9.7
2023-10-13,Ahmedabad,28.7,9.8,14.3
2023-10-13,Pune,26.8,9.1,14.4
2023-10-13,Jaipur,27.0,8.8,10.6
2023-10-13,Surat,24.9,7.9,13.1
2023-10-14,Mumbai,20.2,2.4,11.0
2023-10-14,Delhi,21.8,2.6,14.1
2023-10-14,Chennai,17.9,5.7,5.8
2023-10-14,Kolkata,23.5,6.6,10.1
2023-10-14,Bangalore,25.8,4.1,14.9
2023-10-14,Hyderabad,25.5,6.5,10.0
2023-10-14,Ahmedabad,26.9,1.7,10.5
2023-10-14,Pune,17.8,5.9,11.8
2023-10-14,Jaipur,19.2,4.9,12.0
2023-10-14,Surat,16.3,1.1,7.6
2023-10-15,Mumbai,27.1,0.6,12.4
2023-10-15,Delhi,23.6,8.7,9.4
2023-10-15,Chennai,24.2,7.0,12.7
2023-10-15,Kolkata,29.1,5.4,6.2
2023-10-15,Bangalore,23.6,0.3,10.4
2023-10-15,Hyderabad,23.3,3.4,8.7
2023-10-15,Ahmedabad,17.8,1.6,14.9
2023-10-15,Pune,29.6,0.2,11.4
2023-10-15,Jaipur,19.6,9.2,5.3
2023-10-15,Surat,24.0,8.1,13.2
2023-10-16,Mumbai,17.0,6.0,6.4
2023-10-16,Delhi,20.5,5.8,12.7
2023-10-16,Chennai,29.1,7.1,7.7
2023-10-16,Kolkata,27.5,5.0,13.2
2023-10-16,Bangalore,26.9,9.5,5.9
2023-10-16,Hyderabad,22.9,2.1,9.1
2023-10-16,Ahmedabad,22.9,3.7,12.4
2023-10-16,Pune,22.7,5.7,11.6
2023-10-16,Jaipur,22.0,2.8,9.6
2023-10-16,Surat,26.1,8.6,13.4
2023-10-17,Mumbai,19.3,1.3,11.0
2023-10-17,Delhi,16.9,0.3,10.1
2023-10-17,Chennai,28.6,6.2,11.7
2023-10-17,Kolkata,19.3,9.3,9.8
2023-10-17,Bangalore,28.9,2.1,12.3
2023-10-17,Hyderabad,28.4,1.5,11.5
2023-10-17,Ahmedabad,28.8,9.4,7.7
2023-10-17,Pune,27.1,8.5,13.5
2023-10-17,Jaipur,16.1,8.9,13.7
2023-10-17,Surat,24.7,6.5,12.0
2023-10-18,Mumbai,28.9,4.1,10.6
2023-10-18,Delhi,21.5,5.6,10.4
2023-10-18,Chennai,19.7,4.6,11.8
2023-10-18,Kolkata,22.4,1.7,14.0
2023-10-18,Bangalore,15.2,3.2,9.9
2023-10-18,Hyderabad,26.1,5.0,5.3
2023-10-18,Ahmedabad,16.6,6.3,11.0
2023-10-18,Pune,22.6,5.4,6.2
2023-10-18,Jaipur,19.2,4.2,11.6
2023-10-18,Surat,27.6,8.6,10.7
2023-10-19,Mumbai,28.1,6.8,12.0
2023-10-19,Delhi,23.5,4.6,12.8
2023-10-19,Chennai,23.2,9.3,13.8
2023-10-19,Kolkata,25.6,5.2,7.4
2023-10-19,Bangalore,28.1,3.3,7.5
